id,houses,features,constraints,solution
lgp-test-5x3-29,5,"{'name': ['Eric', 'Bob', 'Alice', 'Arnold', 'Peter'], 'hobby': ['gardening', 'painting', 'knitting', 'photography', 'cooking'], 'genres': ['classical', 'rock', 'hip hop', 'pop', 'jazz']}","['The person who loves pop music is somewhere to the left of the person who loves jazz music.', 'There is one house between the person who enjoys knitting and Alice.', 'Alice is somewhere to the right of Eric.', 'The person who loves jazz music is not in the second house.', 'There is one house between Bob and Alice.', 'Eric is somewhere to the left of the photography enthusiast.', 'There is one house between Eric and the person who loves classical music.', 'The person who loves rock music is the person who enjoys gardening.', 'The person who paints as a hobby is the person who loves hip-hop music.', 'Arnold and the person who loves hip-hop music are next to each other.', 'The person who enjoys knitting is the person who loves jazz music.', 'The person who enjoys knitting is not in the fifth house.', 'The person who paints as a hobby is not in the second house.', 'The person who loves pop music is not in the second house.']","{'header': array(['House', 'Name', 'Hobby', 'MusicGenre'], dtype=object), 'rows': array([array(['1', 'Peter', 'cooking', 'pop'], dtype=object),
       array(['2', 'Eric', 'gardening', 'rock'], dtype=object),
       array(['3', 'Bob', 'knitting', 'jazz'], dtype=object),
       array(['4', 'Arnold', 'photography', 'classical'], dtype=object),
       array(['5', 'Alice', 'painting', 'hip hop'], dtype=object)],
      dtype=object)}"
lgp-test-5x4-9,5,"{'name': ['Eric', 'Peter', 'Arnold', 'Alice', 'Bob'], 'vacation': ['camping', 'cruise', 'mountain', 'beach', 'city'], 'sports': ['soccer', 'basketball', 'baseball', 'tennis', 'swimming'], 'drink': ['milk', 'tea', 'water', 'root beer', 'coffee']}","['The person who loves tennis is not in the second house.', 'The person who loves beach vacations is somewhere to the right of Arnold.', 'The person who loves basketball is the one who only drinks water.', 'The tea drinker is in the fifth house.', 'The person who likes milk is not in the third house.', 'The tea drinker is the person who enjoys mountain retreats.', 'The person who enjoys camping trips is not in the third house.', 'Bob is in the fifth house.', 'The person who loves beach vacations is somewhere to the left of Peter.', 'The person who loves swimming is in the fifth house.', 'Peter is directly left of Alice.', 'The person who loves soccer is the person who enjoys camping trips.', 'The root beer lover is Arnold.', 'The person who prefers city breaks is Alice.', 'Alice is the person who loves baseball.']","{'header': array(['House', 'Name', 'Vacation', 'FavoriteSport', 'Drink'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'camping', 'soccer', 'root beer'], dtype=object),
       array(['2', 'Eric', 'beach', 'basketball', 'water'], dtype=object),
       array(['3', 'Peter', 'cruise', 'tennis', 'coffee'], dtype=object),
       array(['4', 'Alice', 'city', 'baseball', 'milk'], dtype=object),
       array(['5', 'Bob', 'mountain', 'swimming', 'tea'], dtype=object)],
      dtype=object)}"
lgp-test-2x3-15,2,"{'name': ['Eric', 'Arnold'], 'cigar': ['pall mall', 'prince'], 'models': ['tesla model 3', 'ford f150']}","['The person partial to Pall Mall is Arnold.', 'The Prince smoker is in the first house.', 'The person partial to Pall Mall is the person who owns a Ford F-150.']","{'header': array(['House', 'Name', 'Cigar', 'CarModel'], dtype=object), 'rows': array([array(['1', 'Eric', 'prince', 'tesla model 3'], dtype=object),
       array(['2', 'Arnold', 'pall mall', 'ford f150'], dtype=object)],
      dtype=object)}"
lgp-test-4x3-38,4,"{'name': ['Alice', 'Peter', 'Arnold', 'Eric'], 'unique': ['Holly', 'Kailyn', 'Janelle', 'Aniya'], 'flower': ['carnations', 'roses', 'lilies', 'daffodils']}","[""Alice is The person whose mother's name is Kailyn."", ""The person whose mother's name is Janelle is somewhere to the right of Arnold."", 'Peter is somewhere to the right of the person who loves a carnations arrangement.', 'Eric is the person who loves a bouquet of daffodils.', ""Arnold is The person whose mother's name is Holly."", ""The person who loves a carnations arrangement is somewhere to the right of The person whose mother's name is Holly."", 'The person who loves the boquet of lilies is directly left of Alice.', 'Alice is in the third house.']","{'header': array(['House', 'Name', 'Mother', 'Flower'], dtype=object), 'rows': array([array(['1', 'Eric', 'Aniya', 'daffodils'], dtype=object),
       array(['2', 'Arnold', 'Holly', 'lilies'], dtype=object),
       array(['3', 'Alice', 'Kailyn', 'carnations'], dtype=object),
       array(['4', 'Peter', 'Janelle', 'roses'], dtype=object)],
      dtype=object)}"
lgp-test-4x2-20,4,"{'name': ['Eric', 'Arnold', 'Alice', 'Peter'], 'genres': ['classical', 'jazz', 'pop', 'rock']}","['The person who loves pop music is somewhere to the right of Arnold.', 'Alice and the person who loves rock music are next to each other.', 'Arnold is in the third house.', 'Peter is the person who loves pop music.', 'The person who loves jazz music is not in the first house.', 'The person who loves rock music is Arnold.']","{'header': array(['House', 'Name', 'MusicGenre'], dtype=object), 'rows': array([array(['1', 'Eric', 'classical'], dtype=object),
       array(['2', 'Alice', 'jazz'], dtype=object),
       array(['3', 'Arnold', 'rock'], dtype=object),
       array(['4', 'Peter', 'pop'], dtype=object)], dtype=object)}"
lgp-test-5x5-35,5,"{'name': ['Eric', 'Arnold', 'Alice', 'Peter', 'Bob'], 'pet': ['fish', 'bird', 'cat', 'dog', 'hamster'], 'models': ['samsung galaxy s21', 'iphone 13', 'google pixel 6', 'huawei p50', 'oneplus 9'], 'heights': ['short', 'very tall', 'very short', 'tall', 'average'], 'child': ['Fred', 'Meredith', 'Samantha', 'Timothy', 'Bella']}","['The person with an aquarium of fish is Arnold.', 'The person who uses a Huawei P50 is not in the fifth house.', 'The person with an aquarium of fish is in the fourth house.', 'The person who uses a Samsung Galaxy S21 is in the second house.', ""The person's child is named Bella is the person who owns a dog."", 'Arnold is somewhere to the left of the person with a pet hamster.', ""The person who uses a Google Pixel 6 is directly left of the person's child is named Meredith."", ""The person's child is named Bella is directly left of the person who is short."", ""The person who keeps a pet bird is somewhere to the left of the person's child is named Bella."", 'The person who has an average height and the person who uses a OnePlus 9 are next to each other.', 'Alice is the person who has a cat.', 'Bob is somewhere to the right of the person who is very short.', 'The person who uses a Google Pixel 6 is not in the fourth house.', 'Eric is the person who uses an iPhone 13.', ""The person's child is named Fred is the person who keeps a pet bird."", 'The person who is very tall is in the first house.', 'There is one house between the person who uses an iPhone 13 and the person who is the mother of Timothy.']","{'header': array(['House', 'Name', 'Pet', 'PhoneModel', 'Height', 'Children'],
      dtype=object), 'rows': array([array(['1', 'Eric', 'bird', 'iphone 13', 'very tall', 'Fred'],
             dtype=object)                                           ,
       array(['2', 'Peter', 'dog', 'samsung galaxy s21', 'very short', 'Bella'],
             dtype=object)                                                      ,
       array(['3', 'Alice', 'cat', 'google pixel 6', 'short', 'Timothy'],
             dtype=object)                                               ,
       array(['4', 'Arnold', 'fish', 'huawei p50', 'average', 'Meredith'],
             dtype=object)                                                ,
       array(['5', 'Bob', 'hamster', 'oneplus 9', 'tall', 'Samantha'],
             dtype=object)                                            ],
      dtype=object)}"
lgp-test-3x6-2,3,"{'name': ['Eric', 'Arnold', 'Peter'], 'vacation': ['city', 'beach', 'mountain'], 'lunch': ['pizza', 'spaghetti', 'grilled cheese'], 'smoothie': ['desert', 'watermelon', 'cherry'], 'models': ['toyota camry', 'tesla model 3', 'ford f150'], 'flower': ['daffodils', 'carnations', 'lilies']}","['The person who likes Cherry smoothies is directly left of the person who loves a bouquet of daffodils.', 'Eric is the person who loves beach vacations.', 'The person who loves a carnations arrangement is somewhere to the left of the person who loves a bouquet of daffodils.', 'The person who owns a Toyota Camry is not in the first house.', 'The Watermelon smoothie lover is directly left of the person who is a pizza lover.', 'Peter is somewhere to the left of Arnold.', 'Arnold is not in the third house.', 'The person who loves beach vacations is the person who owns a Ford F-150.', 'The person who loves the spaghetti eater is the person who prefers city breaks.', 'Peter and the person who loves the spaghetti eater are next to each other.']","{'header': array(['House', 'Name', 'Vacation', 'Food', 'Smoothie', 'CarModel',
       'Flower'], dtype=object), 'rows': array([array(['1', 'Peter', 'mountain', 'grilled cheese', 'cherry',
              'tesla model 3', 'carnations'], dtype=object)        ,
       array(['2', 'Arnold', 'city', 'spaghetti', 'watermelon', 'toyota camry',
              'daffodils'], dtype=object)                                      ,
       array(['3', 'Eric', 'beach', 'pizza', 'desert', 'ford f150', 'lilies'],
             dtype=object)                                                    ],
      dtype=object)}"
lgp-test-4x3-1,4,"{'name': ['Alice', 'Arnold', 'Eric', 'Peter'], 'child': ['Samantha', 'Meredith', 'Fred', 'Bella'], 'colors': ['red', 'black', 'brown', 'blonde']}","['The person who has red hair is directly left of Eric.', ""The person's child is named Meredith is directly left of the person who has brown hair."", ""The person who has blonde hair is the person's child is named Fred."", 'Peter is in the fourth house.', 'The person who has black hair is directly left of Arnold.', ""The person's child is named Bella is Arnold.""]","{'header': array(['House', 'Name', 'Children', 'HairColor'], dtype=object), 'rows': array([array(['1', 'Alice', 'Samantha', 'red'], dtype=object),
       array(['2', 'Eric', 'Meredith', 'black'], dtype=object),
       array(['3', 'Arnold', 'Bella', 'brown'], dtype=object),
       array(['4', 'Peter', 'Fred', 'blonde'], dtype=object)],
      dtype=object)}"
lgp-test-5x3-34,5,"{'name': ['Eric', 'Arnold', 'Bob', 'Peter', 'Alice'], 'lunch': ['spaghetti', 'stew', 'grilled cheese', 'stir fry', 'pizza'], 'color': ['red', 'green', 'white', 'blue', 'yellow']}","['The person who loves blue is somewhere to the left of the person who is a pizza lover.', 'Bob is somewhere to the left of the person who loves white.', 'Alice is directly left of the person who loves the stew.', 'The person who loves stir fry is in the fourth house.', 'The person who loves white is Peter.', 'The person who loves the spaghetti eater is Bob.', 'The person whose favorite color is green is Alice.', 'The person who loves blue is in the third house.', 'The person who loves yellow is somewhere to the right of the person who loves stir fry.', 'Alice is in the first house.', 'The person who loves yellow is Arnold.']","{'header': array(['House', 'Name', 'Food', 'Color'], dtype=object), 'rows': array([array(['1', 'Alice', 'grilled cheese', 'green'], dtype=object),
       array(['2', 'Eric', 'stew', 'red'], dtype=object),
       array(['3', 'Bob', 'spaghetti', 'blue'], dtype=object),
       array(['4', 'Peter', 'stir fry', 'white'], dtype=object),
       array(['5', 'Arnold', 'pizza', 'yellow'], dtype=object)],
      dtype=object)}"
lgp-test-6x5-26,6,"{'name': ['Carol', 'Arnold', 'Bob', 'Alice', 'Peter', 'Eric'], 'models': ['toyota camry', 'chevrolet silverado', 'bmw 3 series', 'tesla model 3', 'honda civic', 'ford f150'], 'pet': ['dog', 'cat', 'fish', 'rabbit', 'hamster', 'bird'], 'flower': ['daffodils', 'tulips', 'carnations', 'lilies', 'iris', 'roses']}","['There is one house between the person who owns a Tesla Model 3 and the person who uses a OnePlus 9.', 'There are two houses between the person who owns a dog and the person who owns a Honda Civic.', 'There is one house between the person who uses an iPhone 13 and the person who uses a Xiaomi Mi 11.', 'The person who loves the vase of tulips is somewhere to the right of the person who loves a bouquet of daffodils.', 'The person who owns a Chevrolet Silverado is directly left of the person who loves the rose bouquet.', 'Alice is the person who owns a dog.', 'There are two houses between the person who uses a Google Pixel 6 and the person who uses a Huawei P50.', 'There are two houses between the person who owns a Ford F-150 and the person who loves the boquet of lilies.', 'The person who uses a Google Pixel 6 is somewhere to the left of the person who has a cat.', 'The person who loves a bouquet of daffodils is not in the first house.', 'There is one house between the person with a pet hamster and the person who has a cat.', 'The person who uses a OnePlus 9 is Peter.', 'The person who uses a Xiaomi Mi 11 is the person who has a cat.', 'The person who loves the boquet of lilies is Eric.', 'The person who owns a Tesla Model 3 and the person who uses a Google Pixel 6 are next to each other.', 'The person who owns a rabbit is not in the second house.', 'The person who loves a carnations arrangement is in the second house.', 'The person who loves the boquet of lilies is somewhere to the right of the person who owns a Honda Civic.', 'There are two houses between Arnold and the person who owns a Chevrolet Silverado.', 'There are two houses between Peter and Bob.', 'The person who keeps a pet bird is in the fifth house.', 'The person who owns a Toyota Camry is the person who has a cat.']","{'header': array(['House', 'Name', 'PhoneModel', 'Pet', 'Flower', 'CarModel'],
      dtype=object), 'rows': array([array(['1', 'Alice', 'samsung galaxy s21', 'dog', 'iris', 'tesla model 3'],
             dtype=object)                                                        ,
       array(['2', 'Arnold', 'google pixel 6', 'fish', 'carnations', 'ford f150'],
             dtype=object)                                                        ,
       array(['3', 'Peter', 'oneplus 9', 'rabbit', 'daffodils', 'bmw 3 series'],
             dtype=object)                                                      ,
       array(['4', 'Carol', 'iphone 13', 'hamster', 'tulips', 'honda civic'],
             dtype=object)                                                   ,
       array(['5', 'Eric', 'huawei p50', 'bird', 'lilies', 'chevrolet silverado'],
             dtype=object)                                                        ,
       array(['6', 'Bob', 'xiaomi mi 11', 'cat', 'roses', 'toyota camry'],
             dtype=object)                                                ],
      dtype=object)}"
lgp-test-2x4-16,2,"{'name': ['Eric', 'Arnold'], 'occupation': ['doctor', 'engineer'], 'colors': ['brown', 'black'], 'models': ['tesla model 3', 'ford f150']}","['The person who owns a Tesla Model 3 is Arnold.', 'The person who has black hair is not in the second house.', 'Eric is somewhere to the right of the person who is an engineer.']","{'header': array(['House', 'Name', 'Occupation', 'HairColor', 'CarModel'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'engineer', 'black', 'tesla model 3'], dtype=object),
       array(['2', 'Eric', 'doctor', 'brown', 'ford f150'], dtype=object)],
      dtype=object)}"
lgp-test-2x6-34,2,"{'name': ['Eric', 'Arnold'], 'house': ['victorian', 'colonial'], 'genres': ['rock', 'pop'], 'vacation': ['mountain', 'beach'], 'sports': ['basketball', 'soccer'], 'colors': ['brown', 'black']}","['The person who loves basketball is somewhere to the right of the person who loves pop music.', 'Arnold and the person living in a colonial-style house are next to each other.', 'The person living in a colonial-style house is the person who enjoys mountain retreats.', 'The person who has black hair is the person who loves pop music.', 'The person residing in a Victorian house is not in the second house.']","{'header': array(['House', 'Name', 'HouseStyle', 'MusicGenre', 'Vacation',
       'FavoriteSport', 'HairColor'], dtype=object), 'rows': array([array(['1', 'Arnold', 'victorian', 'pop', 'beach', 'soccer', 'black'],
             dtype=object)                                                   ,
       array(['2', 'Eric', 'colonial', 'rock', 'mountain', 'basketball', 'brown'],
             dtype=object)                                                        ],
      dtype=object)}"
lgp-test-4x2-16,4,"{'name': ['Eric', 'Peter', 'Alice', 'Arnold'], 'flower': ['lilies', 'daffodils', 'roses', 'carnations']}","['Peter is the person who loves a bouquet of daffodils.', 'Arnold is in the third house.', 'Alice is in the fourth house.', 'The person who loves the boquet of lilies is somewhere to the right of the person who loves the rose bouquet.', 'There are two houses between Peter and the person who loves a carnations arrangement.']","{'header': array(['House', 'Name', 'Flower'], dtype=object), 'rows': array([array(['1', 'Peter', 'daffodils'], dtype=object),
       array(['2', 'Eric', 'roses'], dtype=object),
       array(['3', 'Arnold', 'lilies'], dtype=object),
       array(['4', 'Alice', 'carnations'], dtype=object)], dtype=object)}"
lgp-test-5x4-29,5,"{'name': ['Arnold', 'Alice', 'Bob', 'Peter', 'Eric'], 'colors': ['blonde', 'black', 'gray', 'brown', 'red'], 'flower': ['tulips', 'carnations', 'daffodils', 'lilies', 'roses'], 'color': ['white', 'red', 'green', 'blue', 'yellow']}","['The person who loves the rose bouquet and the person who loves yellow are next to each other.', 'The person who loves a carnations arrangement is Peter.', 'The person who loves the rose bouquet is not in the third house.', 'The person whose favorite color is green is not in the fifth house.', 'The person who loves a bouquet of daffodils is Alice.', 'The person who loves yellow is Eric.', 'The person who has blonde hair is in the fifth house.', 'The person who has black hair is directly left of Arnold.', 'The person who loves yellow is the person who has brown hair.', 'Alice is the person whose favorite color is green.', 'The person who has red hair is the person who loves blue.', 'The person whose favorite color is red is somewhere to the right of the person who loves blue.', 'The person who has black hair is the person who loves the vase of tulips.']","{'header': array(['House', 'Name', 'HairColor', 'Flower', 'Color'], dtype=object), 'rows': array([array(['1', 'Bob', 'black', 'tulips', 'white'], dtype=object),
       array(['2', 'Arnold', 'red', 'roses', 'blue'], dtype=object),
       array(['3', 'Eric', 'brown', 'lilies', 'yellow'], dtype=object),
       array(['4', 'Alice', 'gray', 'daffodils', 'green'], dtype=object),
       array(['5', 'Peter', 'blonde', 'carnations', 'red'], dtype=object)],
      dtype=object)}"
lgp-test-3x3-8,3,"{'name': ['Eric', 'Peter', 'Arnold'], 'genres': ['classical', 'rock', 'pop'], 'drink': ['water', 'tea', 'milk']}","['Arnold is in the first house.', 'Arnold is the person who likes milk.', 'Eric is the tea drinker.', 'The person who loves classical music is not in the first house.', 'The person who loves pop music is directly left of Eric.', 'The person who loves pop music is in the second house.']","{'header': array(['House', 'Name', 'MusicGenre', 'Drink'], dtype=object), 'rows': array([array(['1', 'Arnold', 'rock', 'milk'], dtype=object),
       array(['2', 'Peter', 'pop', 'water'], dtype=object),
       array(['3', 'Eric', 'classical', 'tea'], dtype=object)],
      dtype=object)}"
lgp-test-4x4-4,4,"{'name': ['Peter', 'Eric', 'Arnold', 'Alice'], 'unique': ['Kailyn', 'Aniya', 'Holly', 'Janelle'], 'month': ['feb', 'sept', 'jan', 'april'], 'hobby': ['cooking', 'gardening', 'photography', 'painting']}","['Peter is the person whose birthday is in February.', 'Arnold is not in the third house.', ""The person whose mother's name is Aniya is somewhere to the left of the person who enjoys gardening."", 'The person whose birthday is in January is in the second house.', 'The person whose birthday is in February is not in the third house.', 'The person whose birthday is in February is the photography enthusiast.', 'Alice is somewhere to the right of the person whose birthday is in April.', ""The person whose mother's name is Kailyn is somewhere to the left of the person whose birthday is in September."", 'The person who enjoys gardening is not in the fourth house.', ""The person who loves cooking is The person whose mother's name is Janelle."", ""Peter is The person whose mother's name is Kailyn.""]","{'header': array(['House', 'Name', 'Mother', 'Birthday', 'Hobby'], dtype=object), 'rows': array([array(['1', 'Peter', 'Kailyn', 'feb', 'photography'], dtype=object),
       array(['2', 'Arnold', 'Aniya', 'jan', 'painting'], dtype=object),
       array(['3', 'Eric', 'Holly', 'april', 'gardening'], dtype=object),
       array(['4', 'Alice', 'Janelle', 'sept', 'cooking'], dtype=object)],
      dtype=object)}"
lgp-test-4x6-30,4,"{'name': ['Arnold', 'Alice', 'Eric', 'Peter'], 'flower': ['daffodils', 'carnations', 'lilies', 'roses'], 'cigar': ['dunhill', 'blue master', 'pall mall', 'prince'], 'child': ['Meredith', 'Samantha', 'Bella', 'Fred'], 'unique': ['Janelle', 'Aniya', 'Holly', 'Kailyn'], 'models': ['iphone 13', 'google pixel 6', 'oneplus 9', 'samsung galaxy s21']}","[""The person whose mother's name is Kailyn is the Prince smoker."", ""The person whose mother's name is Holly is the person who loves a bouquet of daffodils."", 'Arnold is in the fourth house.', ""The person's child is named Bella is somewhere to the left of the person who uses a OnePlus 9."", ""The person's child is named Fred is not in the second house."", ""The person's child is named Meredith is directly left of The person whose mother's name is Janelle."", 'The person who loves a bouquet of daffodils is Eric.', 'The person who loves the boquet of lilies is the person partial to Pall Mall.', ""The person whose mother's name is Janelle is the person who loves a carnations arrangement."", ""Alice is somewhere to the right of the person's child is named Fred."", 'The person who uses an iPhone 13 is directly left of the Dunhill smoker.', 'The person who loves the rose bouquet is somewhere to the right of the Dunhill smoker.', 'The person who loves the rose bouquet is somewhere to the left of the person who uses a Google Pixel 6.']","{'header': array(['House', 'Name', 'Flower', 'Cigar', 'Children', 'Mother',
       'PhoneModel'], dtype=object), 'rows': array([array(['1', 'Peter', 'lilies', 'pall mall', 'Fred', 'Aniya', 'iphone 13'],
             dtype=object)                                                       ,
       array(['2', 'Eric', 'daffodils', 'dunhill', 'Bella', 'Holly',
              'samsung galaxy s21'], dtype=object)                  ,
       array(['3', 'Alice', 'roses', 'prince', 'Meredith', 'Kailyn', 'oneplus 9'],
             dtype=object)                                                        ,
       array(['4', 'Arnold', 'carnations', 'blue master', 'Samantha', 'Janelle',
              'google pixel 6'], dtype=object)                                  ],
      dtype=object)}"
lgp-test-4x6-24,4,"{'name': ['Arnold', 'Eric', 'Peter', 'Alice'], 'unique': ['Holly', 'Janelle', 'Kailyn', 'Aniya'], 'nationalities': ['dane', 'norwegian', 'brit', 'swede'], 'genres': ['science fiction', 'romance', 'fantasy', 'mystery'], 'animals': ['fish', 'cat', 'bird', 'horse'], 'colors': ['black', 'blonde', 'red', 'brown']}","['The Swedish person is the person who has black hair.', 'The bird keeper is in the first house.', 'Arnold is the person who loves fantasy books.', 'The person who loves science fiction books is not in the second house.', 'The British person and Arnold are next to each other.', 'The bird keeper is the person who has red hair.', 'The person who keeps horses is Peter.', 'The person who has black hair is the person who loves romance books.', ""The person whose mother's name is Kailyn is Arnold."", ""The Swedish person is The person whose mother's name is Janelle."", 'The person who has blonde hair is in the third house.', ""Alice is The person whose mother's name is Aniya."", 'The Swedish person is the fish enthusiast.', 'Arnold is directly left of the person who has black hair.', 'The Norwegian is not in the first house.']","{'header': array(['House', 'Name', 'Mother', 'Nationality', 'BookGenre', 'Animal',
       'HairColor'], dtype=object), 'rows': array([array(['1', 'Alice', 'Aniya', 'dane', 'science fiction', 'bird', 'red'],
             dtype=object)                                                     ,
       array(['2', 'Peter', 'Holly', 'brit', 'mystery', 'horse', 'brown'],
             dtype=object)                                                ,
       array(['3', 'Arnold', 'Kailyn', 'norwegian', 'fantasy', 'cat', 'blonde'],
             dtype=object)                                                      ,
       array(['4', 'Eric', 'Janelle', 'swede', 'romance', 'fish', 'black'],
             dtype=object)                                                 ],
      dtype=object)}"
lgp-test-2x5-15,2,"{'name': ['Arnold', 'Eric'], 'genres': ['pop', 'rock'], 'hobby': ['gardening', 'photography'], 'occupation': ['doctor', 'engineer'], 'color': ['yellow', 'red']}","['Eric is the person whose favorite color is red.', 'The person who loves pop music is the person whose favorite color is red.', 'The person who is an engineer is the person who enjoys gardening.', 'The person who is a doctor is not in the second house.', 'The person who loves rock music is in the first house.']","{'header': array(['House', 'Name', 'MusicGenre', 'Hobby', 'Occupation', 'Color'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'rock', 'photography', 'doctor', 'yellow'],
             dtype=object)                                              ,
       array(['2', 'Eric', 'pop', 'gardening', 'engineer', 'red'], dtype=object)],
      dtype=object)}"
lgp-test-5x5-33,5,"{'name': ['Arnold', 'Peter', 'Alice', 'Eric', 'Bob'], 'drink': ['root beer', 'tea', 'water', 'coffee', 'milk'], 'genres': ['pop', 'hip hop', 'classical', 'jazz', 'rock'], 'nationalities': ['dane', 'norwegian', 'swede', 'german', 'brit'], 'cigar': ['dunhill', 'prince', 'blue master', 'pall mall', 'blends']}","['The Dunhill smoker is not in the second house.', 'The person who loves rock music is directly left of the person who loves classical music.', 'Peter is the person who loves jazz music.', 'Arnold is directly left of the Dane.', 'The root beer lover is the German.', 'The tea drinker is the Swedish person.', 'The Swedish person is the person who loves classical music.', 'The Dunhill smoker is not in the fourth house.', 'The person who loves jazz music is the Prince smoker.', 'Eric and the person who loves hip-hop music are next to each other.', 'There are two houses between the person partial to Pall Mall and the Swedish person.', 'Arnold is somewhere to the right of Eric.', 'The coffee drinker is somewhere to the right of the Dunhill smoker.', 'The Norwegian is somewhere to the right of the person who smokes Blue Master.', 'There is one house between the one who only drinks water and the person who smokes many unique blends.', 'Alice is the tea drinker.']","{'header': array(['House', 'Name', 'Drink', 'MusicGenre', 'Nationality', 'Cigar'],
      dtype=object), 'rows': array([array(['1', 'Eric', 'root beer', 'pop', 'german', 'pall mall'],
             dtype=object)                                            ,
       array(['2', 'Arnold', 'water', 'hip hop', 'brit', 'blue master'],
             dtype=object)                                              ,
       array(['3', 'Bob', 'milk', 'rock', 'dane', 'dunhill'], dtype=object),
       array(['4', 'Alice', 'tea', 'classical', 'swede', 'blends'], dtype=object),
       array(['5', 'Peter', 'coffee', 'jazz', 'norwegian', 'prince'],
             dtype=object)                                           ],
      dtype=object)}"
lgp-test-3x2-19,3,"{'name': ['Peter', 'Eric', 'Arnold'], 'models': ['ford f150', 'toyota camry', 'tesla model 3']}","['Arnold is the person who owns a Tesla Model 3.', 'Arnold and Peter are next to each other.', 'Arnold is in the first house.', 'The person who owns a Toyota Camry is somewhere to the right of the person who owns a Ford F-150.']","{'header': array(['House', 'Name', 'CarModel'], dtype=object), 'rows': array([array(['1', 'Arnold', 'tesla model 3'], dtype=object),
       array(['2', 'Peter', 'ford f150'], dtype=object),
       array(['3', 'Eric', 'toyota camry'], dtype=object)], dtype=object)}"
lgp-test-5x6-7,5,"{'name': ['Bob', 'Arnold', 'Alice', 'Peter', 'Eric'], 'vacation': ['camping', 'city', 'beach', 'cruise', 'mountain'], 'heights': ['very tall', 'average', 'very short', 'short', 'tall'], 'flower': ['tulips', 'roses', 'carnations', 'lilies', 'daffodils'], 'education': ['bachelor', 'master', 'associate', 'high school', 'doctorate'], 'models': ['bmw 3 series', 'tesla model 3', 'toyota camry', 'ford f150', 'honda civic']}","['Eric is the person who prefers city breaks.', 'Arnold is the person who is tall.', 'The person who loves beach vacations is the person who loves the boquet of lilies.', 'The person who owns a BMW 3 Series is the person who is tall.', ""The person with an associate's degree is the person who loves the boquet of lilies."", 'The person who has an average height is Eric.', 'Peter is the person who owns a Toyota Camry.', 'The person who has an average height is somewhere to the right of the person who loves a bouquet of daffodils.', 'The person who owns a Honda Civic is somewhere to the left of the person who loves the boquet of lilies.', 'Eric is the person who owns a Ford F-150.', 'The person who loves the vase of tulips is in the fourth house.', 'The person who is very short is not in the fourth house.', 'Eric is the person with a high school diploma.', ""The person who enjoys mountain retreats is somewhere to the right of the person with a master's degree."", 'The person who likes going on cruises is not in the third house.', 'Bob is the person who is short.', ""The person with an associate's degree is directly left of Arnold."", ""The person with a bachelor's degree is the person who is very tall."", 'The person who loves a carnations arrangement is directly left of the person with a doctorate.']","{'header': array(['House', 'Name', 'Vacation', 'Height', 'Flower', 'Education',
       'CarModel'], dtype=object), 'rows': array([array(['1', 'Alice', 'cruise', 'very tall', 'daffodils', 'bachelor',
              'honda civic'], dtype=object)                                ,
       array(['2', 'Peter', 'beach', 'very short', 'lilies', 'associate',
              'toyota camry'], dtype=object)                             ,
       array(['3', 'Arnold', 'camping', 'tall', 'carnations', 'master',
              'bmw 3 series'], dtype=object)                           ,
       array(['4', 'Bob', 'mountain', 'short', 'tulips', 'doctorate',
              'tesla model 3'], dtype=object)                        ,
       array(['5', 'Eric', 'city', 'average', 'roses', 'high school',
              'ford f150'], dtype=object)                            ],
      dtype=object)}"
lgp-test-5x4-5,5,"{'name': ['Peter', 'Alice', 'Bob', 'Eric', 'Arnold'], 'animals': ['fish', 'cat', 'bird', 'horse', 'dog'], 'education': ['doctorate', 'associate', 'bachelor', 'master', 'high school'], 'flower': ['daffodils', 'carnations', 'lilies', 'roses', 'tulips']}","[""The person with an associate's degree is not in the first house."", 'Arnold is directly left of Alice.', 'The bird keeper is somewhere to the right of Peter.', 'Eric is in the second house.', 'The fish enthusiast is the person who loves the boquet of lilies.', ""The fish enthusiast is somewhere to the left of the person with a master's degree."", 'The person with a high school diploma is directly left of the person who loves the vase of tulips.', ""The person with a bachelor's degree is not in the fifth house."", 'The person who keeps horses is somewhere to the left of the person with a high school diploma.', ""The person with a bachelor's degree is the bird keeper."", 'The dog owner is the person who loves the rose bouquet.', 'The person who loves a carnations arrangement is in the third house.', ""The person with an associate's degree is not in the second house."", 'Peter is in the third house.']","{'header': array(['House', 'Name', 'Animal', 'Education', 'Flower'], dtype=object), 'rows': array([array(['1', 'Bob', 'fish', 'doctorate', 'lilies'], dtype=object),
       array(['2', 'Eric', 'horse', 'master', 'daffodils'], dtype=object),
       array(['3', 'Peter', 'cat', 'high school', 'carnations'], dtype=object),
       array(['4', 'Arnold', 'bird', 'bachelor', 'tulips'], dtype=object),
       array(['5', 'Alice', 'dog', 'associate', 'roses'], dtype=object)],
      dtype=object)}"
